ingredient	target
4-[(4-chlorophenyl)methyl]-2-(1-methylazepan-4-yl)phthalazin-1-one	PLA2G1B|LTC4S|HRH1|HRH2
2-[(3S,5R,8S)-3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl]propan-2-ol	RAD51
7-[(1R,2S)-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopent-3-en-1-yl]heptanoate	ABCA1|PPARG|PSENEN|MAPK1|PPARA
6-methoxycyclohexane-1,2,3,4,5-pentol	DDIT3|ATF6|SIRT1|IL6|INS|TNF
(6R)-6-[(5R,10S,12S,13R,14R,17R)-12-acetyloxy-4,4,10,13,14-pentamethyl-3,7,11,15-tetraoxo-2,5,6,12,16,17-hexahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methyl-4-oxoheptanoic acid	AKR1B1
benzamide	GCK|ERG|HDAC9|DHFR|PARP1|CDK2
benzo[a]pyrene	TP53|AHR
ethyl 4-aminobenzoate	SCN10A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN8A|SCN9A|SCN11A
N-[1,2,10-trimethoxy-9-oxo-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6,7-dihydro-5H-benzo[a]heptalen-7-yl]acetamide	CYP2C9|CYP2E1
benzyl benzoate	LIPE
16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene	BIRC5|CORT|TP53|MMP1|PPARG|PRKAA1|AMER1|RXRA|TIMP1|MIR373|SLC22A2|BECN1|MIR93|RET|SLC22A3|JUN|MMP3|PTEN|LEP|NFKB1|MTOR|IKBKB|CASP3|CDH1|SCARB1|NOS2|MLC1|VASP|EFNB2|AQP4|ID1|EZR|MMP9|IRS1|TRPV1|ADIPOQ|CYP2D6|SREBF1|AKT1|SRC|HIF1A|BACE1|EGFR|STAT3|OLR1|SLC9A3|PPARA|NFE2L2|CYP2J2|HSPA5|VEGFA|CYBB|MAPK14|DNMT3B|AR|MIR21|DNMT1|DDIT3|MYLK3|ACHE|PTGS2|MMP13|CTNNB1|CYP2E1|PTK2|PON1|DNM1L|PLA2G6|CCNA1|CCNB1|CDK4|CDKN1A|BAX|ANXA5|CDK1|INS|FOS|TERT|JUNB|TNFSF11|TNF|SLC22A1|POU2F2|MCL1|PPP2R4|GSK3A|PRKAA2|CRP|IL6|RRM1|LIG1|RRM2|POLE2|SIRT1|HMGB1|TXN
4-methoxyfuro[3,2-g]chromen-7-one	CYP1A2|AKT1|MTOR|PTEN|BECN1
3-[(3aR,4R,5S,7aS)-5-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-4-(4-fluorophenyl)-1,3,3a,4,5,6,7,7a-octahydroisoindol-2-yl]cyclopent-2-en-1-one	TACR1
sodium;nitrite	HBB|HBA1|MB|HBA2
[2-[(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate	ANXA1|NOS2|NR3C1|NR1I2|NR0B1
1-benzyl-2,3-dimethylguanidine	ADRA2A|ADRA2B|KCNJ1|ADRA2C|ADRB2|ADRB3|ADRB1
1-(2-bicyclo[2.2.1]hept-5-enyl)-1-phenyl-3-piperidin-1-ylpropan-1-ol	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
iron	HDAC8|POLB|HBA1|NEIL2|AHSP|FEN1|EGLN1|CP|FTH1|FXN|TFRC|HBA2|TF|NEIL1
silver	MT1M|MT1X|MT1B|MT1H|MT3|MT2A|MT1G|MT4|MT1HL1|MT1E|MT1A|CP|A2M|MTL5|MT1F|MTF1|ALB
chromium	CYB5A
copper	APOH|AKR1A1|ITIH2|S100A8|LUM|SERPINF1|KRT2|LDHA|CYB5R3|SF3A2|KRT1|LRG1|EIF4A1|C1S|C5|RANBP1|ANXA5|EEF1A1|HBA1|CLIC1|APOE|APOC2|HSPA8|HIST1H2BF|STIP1|PRDX6|SERPINA1|CLEC3B|SERPING1|SRSF1|HIST1H2BC|IGLL1|GSN|HBB|CFL1|HTT|SERPINA6|PRDX2|IGFALS|AHSG|HSP90B1|APCS|GLRA1|HNRNPH1|ACTG1|RPSA|GPI|UGDH|C8B|PON1|HIST1H2BG|HNRNPA2B1|PPIA|CLU|C1QC|C3|PRNP|C1QBP|CFH|HIST1H2BD|SERPINA7|NME1|APOA2|IAPP|GNB2L1|HSPA13|S100A4|GAPDH|APP|KRT9|GSS|HIST1H2BE|PSME1|CALR|HSPA5|TF|ENO1|TAC3|ACTN1|HEPHL1|NEIL1|S100A2|AGT|TTR|HPR|C9|PLG|SERPINE1|HDGF|P4HB|GSR|PGLYRP2|VTN|KRT8|CFI|HIST1H1E|AHCY|KNG1|PRDX1|AFM|PDIA3|SERPIND1|F2|PGAM1|PGK1|C4BPA|HSP90AA1|SCO1|PPBP|PKM|NEIL2|SERPINA4|PTGES3|APOC3|A1BG|TUBB|PARK7|APOA1|AZGP1|GOT1|RPS2|HNRNPH3|APLP1|ACY1|C4B_2|YWHAB|C4B|TKT|KRT10|HIST1H2BI|SERPINC1|CBX5|SERPINF2|SNCA|HSPD1|PEBP1|HNRNPL|BDNF|APOA4|APOD|B2M|APOBR|ANXA4|IDH3A|EIF6|SFPQ|HBA2
zinc	SERPINA4|SHBG|PSPH|C4BPA|C4B|KRT10|KRT14|C4B_2|TUFM|APLP1|BDKRB1|APOA1|A1BG|F12|CP|SIVA1|TP53|HBA2|S100A9|APOBR|HDAC1|APOA4|SOD1|ENO1|TF|DCD|MT3|C1QB|CFB|AGT|TTR|HPR|C1R|C8G|S100A2|PARP1|ESR1|MT2A|CFI|A2M|MPG|VTN|PGLYRP2|CPN2|DSP|P4HB|ITIH1|ORM2|SEPP1|F2|SERPIND1|PDIA3|FN1|PRDX1|KNG1|APCS|JCHAIN|GLRA1|ITIH4|AHSG|IGFALS|TPI1|FCN3|C8A|HBB|GAPDHS|SERPINA6|INS|SEMG1|MDM2|C8B|PON1|TP73|PDCD6|MMP9|NME1|APOA2|CFH|HDAC4|HRNR|KRT16|C1QC|C3|CLU|MT1A|KRT6A|ASPA|MGMT|HDAC8|KRT9|APP|S100A8|UTRN|ITIH2|KLKB1|C4BPB|CCS|ALDOA|F13B|CPN1|APOL1|KRT2|BRCC3|SERPINA3|APOE|HBA1|APLP2|DAND5|KRT5|FGA|EEF1A1|IL3|C5|C1S|KRT1|GSN|JUP|ITIH3|S100A7|SERPINA1
benzaldehyde	AOX1
dichlorocopper	CSTB|PROC
magnesium;sulfate	CACNA1D|CACNB3|CACNB1|CACNA1F|CACNA1C|CACNA1A|CACNB2|CACNB4|CACNA1S
benzene	TP53|ACHE|SSTR5|CD80|CYP2E1|CXADR|FURIN|DNMT3B|NR1I2|CD86|HMOX1|GSTK1
N-[(2R,3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide	CHIA
methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate	TUBB3|TUBB4A|TUBB4B|TUBB|TUBB8|TUBB2B|TUBB2A|TUBB1|TUBB6
benzoic acid	SLC15A1|DAO|RAB9A
(2R,3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol	SLC2A2|MIR34A|AQP7|PRKAA1|PKM|WT1|ATP6AP2|SCD|MIR330|ALDOB|SERPINE1|HAVCR1
9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one	MAPK3|PRKAA1|GRM5|GUCY2D|SGCB|PRKG1|MADCAM1|VASP|CREB1|PRKCD|SLC9A3|EGFR|FYN|FOXO1|MAPK1|PDE2A|IFNB1|PTGS2|NPPB|CNGA3
5-bromo-N-(4,5-dihydro-1H-imidazol-2-yl)quinoxalin-6-amine	ADRA2C|ADRA2B|ADRA2A
potassium;nitrate	KCNH2
disodium;sulfate	CA2|CA1
tricalcium;diphosphate	GCA|CALB2|PDCD6|CALM3|CASQ1|FBN2|PEF1|TPT1|CALR|CALM1|S100A13|SRI|NUCB2|CASR|CHP1|NCS1|CAPS|CADPS2|CANX|CIB1|CALR3|CADPS|RGN|SPARC|FBN3|S100A6|NRXN1|S100A16|CASQ2|NUCB1|CIB2|CALM2|S100B
[(1S,2R,3R,4R,5R,6S,7S,8R,9R,13R,14R,16S,17S,18R)-8-acetyloxy-11-ethyl-5,7,14-trihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate	PPARGC1A|AKT1|PTGS2|PLA2G4A|TRPV2
2-(trimethylazaniumyl)acetate	BHMT|IGFBP1|TNF|GLO1|CHDH|FGF21|PPARA|SLC6A12|LIPE|PPP2CA|MECP2|PPARG
(3R,4S,5S,6R)-2-[[(1S,2S,4S,5S,6R,10S)-5-hydroxy-2-(hydroxymethyl)-3,9-dioxatricyclo[4.4.0.02,4]dec-7-en-10-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	MTOR|KDR|AKT1|NFKB1|VEGFA|PPARGC1A|TFAM|NRF1|CREB1|BAX
4-[(1S)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol	FGF2|IL6|AKT1|TNPO1|LIPE|ADRB2|SLC7A11|DDIT4|PER1|TH
carboxymethyl(trimethyl)azanium	TLR4|NOS3|LPL|FOXO1|TNF|NR3C1|EPO
[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl] (1S,2R,4aS,6aR,6aS,6bR,8R,8aR,9R,10R,11R,12aR,14bS)-8,10,11-trihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylate	MAPK3|CYP2C19|HGF|MAPK1|CYP3A4
(3R)-3,5,7-trihydroxy-2-[(3R)-3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydrochromen-4-one	HIF1A|VEGFA|CYP2E1|GSTA4|BAX|CASP9|TP53|SLC18A2|IL1B|S100B|CARM1|MTCO2P12
[(1S,2R,3R,4R,5R,6S,7S,8R,9R,10R,13R,14R,16S,17S,18R)-8-acetyloxy-11-ethyl-5,7,14-trihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate	PPARGC1A
[(1R,3R,4R,6S,9S)-4-hydroxy-6-methyl-8-oxo-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-oxatricyclo[4.3.0.03,9]nonan-9-yl]methyl benzoate	BDNF
methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate;sulfuric acid	TUBB3|TUBB4A|TUBB4B|TUBB|TUBB8|TUBB2B|TUBB2A|TUBB1|TUBB6
(2R)-3-(2-hydroxy-3-methoxyphenyl)-2-[2-methoxy-4-(3-sulfopropyl)phenoxy]propane-1-sulfonic acid	RELA|PNLIP
(1R)-1,6,6-trimethyl-2,3a,7,8,9,11a-hexahydro-1H-naphtho[1,2-g][1]benzofuran-10,11-dione	BIRC5|STAT3|EDN1|CCND1|TNF|APP
1,3,7-trimethylpurine-2,6-dione	PDE4C|RYR1|PDE8B|PDE4A|PDE1A|PIK3CD|ITPR3|PIK3CB|ITPR1|ATM|PDE10A|PDE7A|PDE4D|ADORA2A|PDE2A|PDE6B|PDE4B|PDE3A|ITPR2|PDE7B|PIK3CA|PDE9A|PDE11A|ADORA1|PDE3B|PDE5A|PRKDC|PDE6C|ADORA3|PDE8A|PDE1B|ADORA2B|PDE6A|PDE1C|EGR1|TP53|PRKAA1|ABCB1|SCNN1A|GABRA2|CYP1A2|GABRR1|HSD11B1|BDNF|JUN|TPH2|FOS|ATR|NPS|NEK11|TNF|CASP9|RASGRF1|RELA|INS|CDKN1A|CASP3|CDK2|NPSR1|LEP|CDK1|ORAI1|IL6|SLC2A4|TGFB2|SNCA|SLC2A1|BAX|ARC|ACP5|KCNJ11|ZFHX3|BCL2L11|NR3C1|LHB|HSD11B2|ADIPOQ|MEF2D|AKT1|CTSK|SIRT3|TFAM|MAPK1|MEF2A|ADA|TYR|IER5|DNMT3A|ACHE|DRD2|PTGS2|CTNNB1|FSHB|PTEN|ITGB3|RYR2|E2F1
2-(3,4-dimethoxyphenyl)-5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-ylpentanenitrile	CACNG8|CACNG2|CACNA1G|CACNA1I|CACNA1S|SLC6A4|CACNG7|CACNG3|ADRA1B|CACNA1C|CACNA2D4|CACNA1A|CACNA1H|CACNG4|CACNG6|CACNA1E|CACNB2|CACNB4|KCNH2|CACNG5|CACNB3|ADRA1A|ABCB1|CACNA1B|CACNA1F|CACNA2D1|CACNB1|KCNJ11|ADRA1D|CACNG1|CACNA2D3|CACNA2D2|CACNA1D|ABCG2|ABCB6|CYP3A|PGP|TXNIP|ABCC1|NFE2L2|CYP3A4
(2S,3R,4S,5S,6R)-6-[(2R,3R,4R,5S,6R)-4,6-dihydroxy-5-(sulfoamino)-2-(sulfooxymethyl)oxan-3-yl]oxy-3,4-dihydroxy-5-sulfooxyoxane-2-carboxylic acid	FGF2|TIMP1|HGF|SERPINC1|PLCG1|FLT1|SERPIND1|ROBO1|RELA|CDK2|ACTA2|MMP14|NOS2|NOS3|PGF|PF4|PCOLCE|ACP5|BAX|SELP|F2RL1|SERPINE1|RNF19A|BCL2|HPSE|VTN|F3|F2|CHI3L1|FGF10|GDF9|BMPR2|IFNG|EGFR|ITGA2B|TIMP2|ITPR1|PRKDC|LPL|FN1|PTN|VEGFA|EMILIN3|TNFRSF11B|MYC|NT5E|TGFB1|ELK1|RNASE3|SELL|CHAD|ITGA4|FOS|NRG1
Berberine	EGR1|TP53|CCNB1|AGT|CYCS|CXCL12|IL1B|JUN|CCL2|TNF|CASP9|RELA|INS|CDKN1A|CDK2|CASP3|PRKAA2|NFKBIA|CDK1|ABCG2|IL6|CASP8|NOS2|AHR|SLC2A1|PDGFA|BAX|PCSK9|BCL2|CDK4|DPP4|MPO|HIF1A|IL4|IFNG|CD69|TEP1|MAPK1|VEGFA|BID|BCL2L1|APP|IL2RA|WEE1|DDIT3|ACHE|HNF4A|CXCL8|PTGS2|CYP1A1|CCND1|FOS|TH|CDC42
7-hydroxy-3-(4-methoxyphenyl)-4-oxochromen-5-olate	CNTNAP2
[(5S,8R,9S,10S,13S,14S,17S)-1,10,13-trimethyl-3-oxo-4,5,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] acetate	AR
(4S,6R)-6-[(2R,4R)-4,6-dihydroxy-5-(sulfonatoamino)-2-(sulfonatooxymethyl)oxan-3-yl]oxy-3,4-dihydroxy-5-sulfonatooxyoxane-2-carboxylate	F10|SELP|F2|SELL|HPSE
[(E,6R)-6-[(2S,9R,10R,13R,14S,16R)-2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-hydroxy-2-methyl-5-oxohept-3-en-2-yl] acetate	HIF1A
3-[(2Z,5Z)-2-[[3-(2-carboxylatoethyl)-5-[(Z)-(3-ethenyl-4-methyl-5-oxopyrrol-2-ylidene)methyl]-4-methyl-1H-pyrrol-2-yl]methylidene]-5-[(4-ethenyl-3-methyl-5-oxopyrrol-2-yl)methylidene]-4-methylpyrrol-3-yl]propanoate	EGFR|AKT1|HIF1A|ROS1|PDX1|BAX
5-(2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl)pentanoic acid	CYP1B1|GUCY2F|GCK|INSR|PCK1|INS
1,7,7-trimethylbicyclo[2.2.1]heptan-2-one	TRPA1|TRPV3|CYP1A1
2-phenyl-3,4-dihydro-2H-chromen-4-ol	IL6|NFKB1|IL1B
6,6,9-trimethyl-3-pentylbenzo[c]chromen-1-ol	PARP1
2,3-dimethoxy-12-methyl-[1,3]benzodioxolo[5,6-c]phenanthridin-12-ium;chloride	CYP1B1|CYP1A1|MAOA
[(1R,2S,4R,5R,6R,7R,10S,11R,14S,16S)-14,16-dihydroxy-7,11-dimethyl-6-(6-oxopyran-3-yl)-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-5-yl] acetate	LINC00597
5-[(3S,5R,8R,9S,10S,11R,13R,14S,17R)-3,11,14-trihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one	ATP1A3|AQP4
(1R,3aR,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-3a,5a,5b,8,8,11a-hexamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-9-ol	CDK1|SFN|AR|LAMP1|PRF1|CDC25C|PTGS2|EGFR|IFNG|MMP9|PLK1|BCL2|CASP3|ESR1|CATSPER1|STAT3|VEGFA|KLK3|IL6|SGK1|TIPARP|AKR1B1
dioxotitanium	MARCO
3,7,7-trimethylbicyclo[4.1.0]hept-3-ene	SPP1|COL1A1
butan-1-ol	PLD1
(2R)-2-(2-hydroxypropan-2-yl)-2,3-dihydrofuro[3,2-g]chromen-7-one	NFKBIA
(2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-one	IL1B|RELA|TNF
(1S,2R,6S,7R,9R,11S,12S,15R,16S)-6-hydroxy-15-[(1S)-1-[(2R)-5-(hydroxymethyl)-4-methyl-6-oxo-2,3-dihydropyran-2-yl]ethyl]-2,16-dimethyl-8-oxapentacyclo[9.7.0.02,7.07,9.012,16]octadec-4-en-3-one	ATF2|CASP8|ACHE|VIM|HSPB1|BAX|CASP9|BID|RELA|TNFRSF1A|CASP3|BCL2L11|DDIT3|ATF3|ATF4|H3F3AP6|CDK1|EGFR|NUP62|MTOR|STAT3|MAP1LC3B|RAB7B|FPR2|AK4|GPX4|KEAP1|AKT1|PPP2R1A|PPP2R4|PPP2CA|PML|NBN|MYC|TNF|MAPK14|NLRP3|NFKB1|BCL2|IL1B|FOXO3|PAWR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|NQO1|NFE2L2|MAPK8|Trp73|ELK1|RPS6KA1|RPS6KA2|RPS6KA3|TNFRSF10B|BGLAP|SMURF2|RUNX2|RNF216|ACP5|TNFRSF11A|Bglap2|XIAP|BIRC3|BIRC5
4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide	MMP2|TP53|L1CAM|S100A8|ABCB1|BDNF|PNO1|SSTR2|MVP|SERPINC1|THRB|TNF|NFKB1|CRK|MTOR|CDH1|CDH11|MYLIP|ABCG2|IL6|NOS2|RECK|KIT|BCL2|TF|MMP9|AKT1|STAT3|VEGFA|MAPK14|ELK1|TNFRSF10B|ACHE|PTGS2|CTNNB1|TAT|TRPV3|PLA2G4A|CERS6
[(3aS,5aS,6S,8R,8aR,9aR)-8-hydroxy-5,8-dimethyl-1-methylidene-2-oxo-5a,6,7,8a,9,9a-hexahydro-3aH-azuleno[6,5-b]furan-6-yl] acetate	BAX|BCL2|TP53|CASP3|CASP6|CASP9
14-oxa-7-azatetracyclo[6.6.1.01,11.02,7]pentadeca-9,11-dien-13-one	ACHE
(1S,2R)-2-amino-1-phenylpropan-1-ol	ADRA2A|ADRA2B|ADRA2C|ADRB2|ADRB1|DRD1
1,2-dimethoxy-12-methyl-[1,3]benzodioxolo[5,6-c]phenanthridin-12-ium	FCAMR|AGT|IL1B|NFKB1|SDHB|CASP3|NPPC|MST1|CA9|KCNJ11|PRKCA|PRRT2|BCL2|MSH2|CXCL1|PRKCD|GRIN2A|MAOA|HIF1A|SLC9A3|EDN1|TRNG|NFE2L2|G6PD|MAPK1|HMOX1|VEGFA|GUSB|AKR1B1|SLC1A6|MYC|PRKCB|ACHE|PTGS2|CYP1A1|MSH6|PRKCG|CDC42BPA
(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol	FHIT
(1S)-4-methyl-1-propan-2-ylcyclohex-3-en-1-ol	TP53|MPO
3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one	ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|SLCO4C1|SRC|PKM|ABCB1|HIF1A|MAPK1|DNAH8
3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine	HRH1|SLC6A4|SLC6A3|SLC6A2
3-(2-chlorophenothiazin-10-yl)-N,N-dimethylpropan-1-amine	HRH1|ORM1|HTR1A|HTR7|HTR2C|DRD2|CHRM3|SMPD1|CALM3|CHRM1|KCNH2|HTR6|DRD3|HTR2A|ADRA1B|CALM1|DRD1|ADRA2A|CALM2|ADRA1A|ORM2|HTR2B|HRH4|DRD4|ADRA1D|ADRA2C|ADRA2B|DRD5|CHRM2|CHRM4|CHRM5
[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-17-acetyloxy-10,13-dimethyl-2,16-bis(1-methylpiperidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate;dibromide	CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNA10|CHRNB2|CHRNB3|CHRNB4
4-acetamido-N-(2-aminophenyl)benzamide	HDAC1
(1S,14R)-20,21,25-trimethoxy-15,30-dimethyl-7,23-dioxa-15,30-diazaheptacyclo[22.6.2.23,6.18,12.114,18.027,31.022,33]hexatriaconta-3(36),4,6(35),8,10,12(34),18,20,22(33),24,26,31-dodecaen-9-ol	TGFBR2|SMAD7
(3S)-6,7-dimethoxy-3-[(5R)-4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-3H-2-benzofuran-1-one	SIGMAR1|HIF1A|AHR
1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane	TRPA1|TRPV1|MPO|ACHE|AHR|IL1B|IL5|TNF|TRPM8|NLRP3|IFNG|IL6
1-benzhydryl-4-(3-phenylprop-2-enyl)piperazine	CACNA1F|DRD5|CACNA1D|CHRM3|DRD2|CACNA1G|CACNA1I|CHRM5|CACNA1S|HRH1|CHRM4|CHRM2|CACNA1C|DRD1|CACNA1H|CHRM1
1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid	KCNH2|TOP2A|MCM6|NPEPPS|MCM7|HFM1|MCM5|MCM2|MCM4|MCM3|CYP3A4
[(3S,3aR,6R,6aS)-3-hydroxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl] nitrate	GUCY1A2
5,7-dimethoxychromen-2-one	HSPA4|MAOA
manganese(2+)	ARG1|IDH3G|TF|TAB1|IDH3A
[(1S,2S,6R,10S,11R,13S,14R,15R)-13-acetyloxy-1,6-dihydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-5-oxo-14-tetracyclo[8.5.0.02,6.011,13]pentadeca-3,8-dienyl] tetradecanoate	MMP2|MAPK3|MMP1|PPARG|TIMP1|GRK5|ABCB1|IL18|SHC1|ECE1|TNF|SLC1A1|NFKB1|RELA|NTN1|ADAM17|CD14|JUNB|ABCG2|SPHK1|CAV1|SKIL|AQP4|PRKCA|SERPINE1|NPY|BSG|PRRT2|HK2|MYLK|MMP9|GSK3B|S1PR1|AKT1|PRKCE|S100A9|PLAU|EDN1|SIRT3|RAB9A|MAPK1|ADCYAP1|RAC1|GCM1|NPPA|PRKD3|PTGS2|PLD1|MUC5AC|REST|SP3
N-(1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)acetamide	TUBB
1-O-[(2S,3S,6R)-4-methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-yl] 4-O-methyl (2R)-2-hydroxy-2-(4-hydroxy-4-methylpentyl)butanedioate	RPL3|CCND1|MCL1|MYC
7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one	MYC|MMP2|AR|IL6|CD44|ICAM1|TNF|IER3IP1|CASP3|HPSE
3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-12,14-dihydroxy-3-[(2R,4S,5S,6R)-4-hydroxy-5-[(2S,4S,5S,6R)-4-hydroxy-5-[(2S,4S,5S,6R)-4-hydroxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-methyloxan-2-yl]oxy-6-methyloxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one	ATP1A1|ATP1A2|ATP1A3|ATP1A4
4-methylphenol	RYR1
1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione	PTGS2|NOS2
benzene-1,2-diol	COMT|BCL2|MYB|PRDX5
(3,3,5-trimethylcyclohexyl) 2-hydroxy-2-phenylacetate	CES1|CACNA2D1
1,6,13,14-tetrahydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyltetracyclo[8.5.0.02,6.011,13]pentadeca-3,8-dien-5-one	APOBEC3B|CREB1|APOBEC3A|AQP4|SLC1A1|PRRT2
(4,4,6a,6b,8a,11,12,14b-octamethyl-2,3,4a,5,6,7,8,9,10,11,12,12a,14,14a-tetradecahydro-1H-picen-3-yl) acetate	POLB
(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol	GAA|SLC5A4|KLRB1|PPARG
3-hydroxy-1-methoxy-9,10-dioxoanthracene-2-carbaldehyde	MET|LCK
1,8-dihydroxyanthracene-9,10-dione	RXRA
